ID,type
gi|1371114599|gb|PSO56447.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_1_48_107] >gi|1371115565|gb|PSO57340.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_10_48_56] >gi|1371118954|gb|PSO60474.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_2_48_84] >gi|1371119796|gb|PSO61247.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_7_48_89] >gi|1371127538|gb|PSO68417.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_6_48_35] >gi|1371130200|gb|PSO70875.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_1_48_34] >gi|1371130784|gb|PSO71419.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_3_48_40] >gi|1371134658|gb|PSO74998.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_8_48_120] >gi|1371137299|gb|PSO77456.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_4_48_99] >gi|1371140636|gb|PSO80574.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_5_48_63] >gi|1371146957|gb|PSO86443.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QH_9_48_43] >gi|1371149515|gb|PSO88822.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_3_48_167] >gi|1371152627|gb|PSO91720.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_6_48_18] >gi|1371157730|gb|PSO96464.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_9_48_30] >gi|1371162100|gb|PSP00495.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_7_48_42] >gi|1371167232|gb|PSP05253.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_12_48_29] >gi|1371170075|gb|PSP07891.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_7_48_12] >gi|1371170916|gb|PSP08661.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_10_48_33] >gi|1371182070|gb|PSP18897.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_5_48_44] >gi|1371186553|gb|PSP23062.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_8_48_13] >gi|1371192755|gb|PSP28825.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_4_48_29] >gi|1371196432|gb|PSP32263.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_8_48_54],1B-Prok
"gi|18461361|gb|AAL71901.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Bryopsis plumosa]",1B-Euk
"gi|12545413|ref|NP_074963.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (plastid) [Euglena longa] >gi|131912|sp|P26490.1|RBL_EUGLO RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|12329877|emb|CAC24574.1| RUBISCO, large subunit [Euglena longa]",1B-Euk
"gi|358252644|gb|AEU04920.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Dryopteris cycadina]",1B-Euk
"gi|38532323|gb|AAR23413.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cephalotaxus sinensis]",1B-Euk
gi|1557878388|gb|RWR97906.1| ribulose-15-bisphosphate carboxylase/oxygenase large subunit chloroplast [Cinnamomum micranthum f. kanehirae],1B-Euk
gi|1200528074|gb|OUW40952.1| ribulose-bisphosphate carboxylase large subunit [Gammaproteobacteria bacterium TMED180],1B-Euk
"gi|586641112|gb|AHJ80384.1| ribulose-1,5-bisphosphate carboxulase/oxygenase large subunit, partial (chloroplast) [Androcymbium bellum] >gi|586641118|gb|AHJ80387.1| ribulose-1,5-bisphosphate carboxulase/oxygenase large subunit, partial (chloroplast) [Androcymbium cruciatum] >gi|586641158|gb|AHJ80407.1| ribulose-1,5-bisphosphate carboxulase/oxygenase large subunit, partial (chloroplast) [Wurmbea triquetra]",1B-Euk
"gi|499454689|ref|WP_011142153.1| form I ribulose bisphosphate carboxylase large subunit [Gloeobacter violaceus] >gi|37521725|ref|NP_925102.1| ribulose bisophosphate carboxylase [Gloeobacter violaceus PCC 7421] >gi|81709791|sp|Q7NIM7.1|RBL_GLOVI RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|35212723|dbj|BAC90097.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Gloeobacter violaceus PCC 7421]",1B-Prok
gi|1247297171|gb|PCH62093.1| ribulose-bisphosphate carboxylase large subunit [Gammaproteobacteria bacterium] >gi|1247299593|gb|PCH64375.1| ribulose-bisphosphate carboxylase large subunit [Gammaproteobacteria bacterium],1A-Prok
"gi|260751807|gb|ACX49119.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Thiohalospira alkaliphila]",1A-Prok
"gi|756787199|gb|AJM90121.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cephaleuros parasiticus]",1B-Euk
"gi|37900211|gb|AAP12638.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial [Synechococcus sp. C9] >gi|37900224|gb|AAP12639.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial [Synechococcus sp. SH-94-5]",1B-Prok
"gi|550280554|ref|WP_022606968.1| form I ribulose bisphosphate carboxylase large subunit [Rubidibacter lacunae] >gi|549082146|gb|ERN41419.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Rubidibacter lacunae KORDI 51-2]",1B-Prok
gi|1579835459|gb|TAG94376.1| form I ribulose bisphosphate carboxylase large subunit [Oscillatoriales cyanobacterium],1B-Prok
"gi|1099343929|gb|APB09157.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Tibetia yadongensis]",1B-Euk
"gi|394932809|dbj|BAM29164.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chlorodesmis sp. Tenija_050807E]",1B-Euk
"gi|62944624|gb|AAY22143.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Caulerpa sertularioides]",1B-Euk
"gi|25053494|gb|AAN71871.1| ribulose-1,5-bisphosphate carboxylase [Persicaria posumbu]",1B-Euk
"gi|530753822|gb|AGT48716.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chaetomorpha valida]",1B-Euk
gi|1579911836|ref|WP_130536497.1| ribulose-bisphosphate carboxylase large subunit [Thiomicrorhabdus sp. 13-15A],1A-Prok
"gi|1152729549|gb|AQW44806.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ochromonas triangulata]",1D-Euk
"gi|703265142|emb|CDI73524.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit gene [Synura borealis]",1D-Euk
"gi|573033245|gb|AHF81973.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Batrachospermum macrosporum]",1D-Euk
gi|1247419368|gb|PCI78303.1| ribulose-bisphosphate carboxylase large subunit [Ectothiorhodospiraceae bacterium],1-Prok
gi|1278930891|gb|PJE17214.1| ribulose-bisphosphate carboxylase large subunit [Mycobacterium sp.],1-Prok
gi|737407591|ref|WP_035388740.1| form I ribulose bisphosphate carboxylase large subunit [Ferrimicrobium acidiphilum] >gi|765545391|gb|KJE77352.1| ribulose bisphosphate carboxylase large chain [Ferrimicrobium acidiphilum DSM 19497],1C-Prok
"gi|1450291627|gb|RFC32043.1| ribulose 1,5-bisphosphate carboxylase large subunit [Candidatus Nitrotoga sp. MKT]",1-Prok
gi|1477887123|gb|RIK89741.1| ribulose-bisphosphate carboxylase large subunit [Burkholderiales bacterium],1C-Prok
gi|1275852390|ref|WP_099917325.1| form I ribulose bisphosphate carboxylase large subunit [Massilia psychrophila] >gi|1275232612|gb|PIL38437.1| ribulose-bisphosphate carboxylase large subunit [Massilia psychrophila],1C-Prok
gi|1575917792|gb|RZI85669.1| form I ribulose bisphosphate carboxylase large subunit [Rubrivivax sp.],1C-Prok
gi|1180069857|ref|WP_083589688.1| form I ribulose bisphosphate carboxylase large subunit [Aurantimonas sp. 22II-16-19i] >gi|1178170045|gb|ORE99087.1| ribulose bisophosphate carboxylase [Aurantimonas sp. 22II-16-19i],1C-Prok
gi|1592536173|ref|WP_132429598.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardia endophytica] >gi|1588147534|gb|TCK20745.1| ribulose-bisphosphate carboxylase large chain [Pseudonocardia endophytica],1-Prok
"gi|381149782|gb|AFF60652.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cyanidiales sp. DJS-2012]",1D-Euk
"gi|494881217|ref|WP_007607267.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Bradyrhizobium] >gi|374422178|gb|EHR01711.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Bradyrhizobium sp. WSM471] >gi|1027793716|emb|CUT11080.1| Ribulose bisphosphate carboxylase large chain EC 41139 [Bradyrhizobium sp.]",1C-Prok
"gi|1087022036|emb|SDJ49288.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Salipiger marinus]",1C-Prok
gi|497544748|ref|WP_009858946.1| form I ribulose bisphosphate carboxylase large subunit [Rubrivivax benzoatilyticus] >gi|332112588|gb|EGJ12381.1| ribulose bisophosphate carboxylase [Rubrivivax benzoatilyticus JA2 = ATCC BAA-35],1C-Prok
"gi|961468961|gb|ALS35391.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Chamberlainium decipiens] >gi|961468964|gb|ALS35392.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Chamberlainium decipiens] >gi|961468966|gb|ALS35393.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Chamberlainium decipiens] >gi|961468969|gb|ALS35394.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chamberlainium decipiens]",1D-Euk
"gi|1418588838|ref|YP_009497619.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Astrosyne radiata] >gi|1418588899|ref|YP_009497680.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Astrosyne radiata] >gi|1399239207|gb|AWT40332.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Astrosyne radiata] >gi|1399239268|gb|AWT40393.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit [Astrosyne radiata]",1D-Euk
gi|1535698530|ref|WP_125403801.1| ribulose-bisphosphate carboxylase large subunit [Rhodovulum robiginosum] >gi|1534797474|gb|RSK36360.1| form I ribulose bisphosphate carboxylase large subunit [Rhodovulum robiginosum],1C-Prok
"gi|1009082931|gb|AMR57065.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhodopeltis australis]",1D-Euk
gi|78183210|emb|CAJ19664.1| large subunit of RuBisCO [Cryptomonas paramecium],1D-Euk
"gi|124260742|gb|ABM95736.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Methylibium petroleiphilum PM1]",1C-Prok
"gi|1509776966|gb|AYQ93897.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pinnularia borealis]",1D-Euk
"gi|1560022960|ref|WP_128394671.1| MULTISPECIES: ribulose-bisphosphate carboxylase large subunit [Alcaligenaceae] >gi|1577205894|gb|RZT93028.1| ribulose 1,5-bisphosphate carboxylase large subunit [Advenella incenata]",1C-Prok
"gi|586625425|gb|EWS57694.1| Ribulose bisphosphate carboxylase large chain, chromosomal [Methylibium sp. T29-B]",1C-Prok
gi|1546042465|gb|RUP07987.1| form I ribulose bisphosphate carboxylase large subunit [Hyphomicrobium sp.],1C-Prok
"gi|356472745|gb|AET10435.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pavlova lutheri]",1D-Euk
"gi|1390614607|ref|WP_109119474.1| form I ribulose bisphosphate carboxylase large subunit [Azospirillum sp. TSO22-1] >gi|1388640135|gb|PWC45817.1| ribulose 1,5-bisphosphate carboxylase [Azospirillum sp. TSO22-1]",1C-Prok
gi|752466340|ref|WP_041165049.1| form I ribulose bisphosphate carboxylase large subunit [Mesorhizobium opportunistum],1C-Prok
gi|1208952609|ref|WP_088215376.1| form I ribulose bisphosphate carboxylase large subunit [Haematobacter genomosp. 1] >gi|1207782413|gb|OWJ78084.1| ribulose-bisphosphate carboxylase large subunit [Haematobacter genomosp. 1],1C-Prok
gi|1247279493|gb|PCH45687.1| ribulose-bisphosphate carboxylase large subunit [Rhizobiales bacterium],1C-Prok
"gi|226343613|gb|ACO48429.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Bangia sp. sxyq]",1D-Euk
"gi|1226144486|dbj|BBA18273.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Heterosigma akashiwo] >gi|1226144529|dbj|BBA18316.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Heterosigma akashiwo]",1D-Euk
"gi|999812365|gb|AMK97218.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sargassum vachellianum]",1D-Euk
"gi|125616933|gb|ABN46922.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Lagynion cf. ampullaceum]",1D-Euk
"gi|1463622303|ref|WP_116663389.1| form I ribulose bisphosphate carboxylase large subunit [Tardiphaga sp. OV697] >gi|1387321119|gb|PVX48313.1| ribulose 1,5-bisphosphate carboxylase large subunit [Tardiphaga sp. OV697]",1C-Prok
"gi|56267029|gb|AAV85137.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Tribonema regulare]",1D-Euk
"gi|381149790|gb|AFF60656.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cyanidiales sp. DJS-2012]",1D-Euk
gi|1254174765|ref|WP_097105039.1| ribulose-bisphosphate carboxylase large subunit [Nitrosomonas ureae],1-Prok
gi|1463596975|ref|WP_116640603.1| form I ribulose bisphosphate carboxylase large subunit [Methylocystaceae bacterium] >gi|1388105542|gb|PWB79594.1| ribulose-bisphosphate carboxylase large subunit [Methylocystaceae bacterium],1C-Prok
"gi|517250081|ref|WP_018438899.1| form I ribulose bisphosphate carboxylase large subunit [Paraburkholderia symbiotica] >gi|1328204597|gb|PMS37937.1| ribulose-bisphosphate carboxylase large subunit [Paraburkholderia symbiotica] >gi|1346727027|gb|PPK47428.1| ribulose 1,5-bisphosphate carboxylase large subunit [Paraburkholderia symbiotica]",1C-Prok
"gi|1236512100|ref|YP_009407754.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (plastid) [Rhodochaete parvula] >gi|1190065365|gb|ARO91342.1| ribulose-1 5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Rhodochaete parvula] >gi|1214997814|gb|ASK39582.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhodochaete parvula]",1D-Euk
"gi|125616969|gb|ABN46940.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Uroglena americana]",1D-Euk
gi|1604887274|ref|WP_134678572.1| form I ribulose bisphosphate carboxylase large subunit [Paracoccus sp. YJ057],1C-Prok
"gi|542687760|ref|YP_008519717.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Nannochloropsis oculata] >gi|478433961|gb|AGI99071.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Nannochloropsis oculata] >gi|613433579|gb|AHX25359.1| ribulose bisphosphate carboxylase large chain (chloroplast) [Nannochloropsis oculata]",1D-Euk
gi|563930682|ref|WP_023810401.1| ribulose-bisphosphate carboxylase large subunit [Mesorhizobium sp. L2C084A000] >gi|563204987|gb|ESZ27829.1| ribulose bisophosphate carboxylase [Mesorhizobium sp. L2C084A000],1-Prok
"gi|61658622|gb|AAX49598.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Gracilaria canaliculata]",1D-Euk
gi|502856079|ref|WP_013091055.1| form I ribulose bisphosphate carboxylase large subunit [Burkholderia sp. CCGE1002] >gi|295438083|gb|ADG17252.1| Ribulose-bisphosphate carboxylase [Burkholderia sp. CCGE1002],1C-Prok
"gi|1404588931|gb|AWV54788.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Gedaniella mutabilis]",1D-Euk
gi|157678867|dbj|BAF80675.1| ribulose 1.5-bisphosphate carboxylase/oxygenase large subunit [Eustigmatos magnus],1D-Euk
"gi|199584493|gb|ACH90373.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chrysymenia agardhii]",1D-Euk
gi|1064214785|gb|ODV10306.1| ribulose-bisphosphate carboxylase large subunit [Rubrivivax sp. SCN 70-15],1C-Prok
"gi|83638203|gb|ABC33842.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rufusia pilicola]",1D-Euk
"gi|942689495|ref|WP_055394172.1| ribulose-bisphosphate carboxylase large subunit [Acidovorax sp. SD340] >gi|940795127|gb|KQB60758.1| ribulose 1,5-bisphosphate carboxylase [Acidovorax sp. SD340]",1C-Prok
gi|157678857|dbj|BAF80669.1| ribulose 1.5-bisphosphate carboxylase/oxygenase large subunit [Rhizochromulina sp. CCMP237],1D-Euk
gi|1347725304|ref|YP_009459208.1| ribulose bisphosphate carboxylase large chain (chloroplast) [Chrysochromulina parva] >gi|998453971|gb|AHY04304.2| ribulose bisphosphate carboxylase large chain (chloroplast) [Chrysochromulina sp. CCMP291] >gi|1333946388|gb|AUS84331.1| ribulose bisphosphate carboxylase large chain [Chrysochromulina parva],1D-Euk
gi|659874535|ref|WP_029921373.1| ribulose-bisphosphate carboxylase large subunit [Nevskia soli],1-Prok
"gi|125616927|gb|ABN46919.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Dinobryon sociale]",1D-Euk
"gi|336020892|gb|AEH84497.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ochtodes crockeri]",1D-Euk
"gi|21913661|gb|AAM62087.1| ribulose-1,5-bisphosphate carboxylase/oxygenase [Stylonema alsidii]",1D-Euk
"gi|1109488595|gb|APG31632.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Teleaulax amphioxeia]",1D-Euk
"gi|410736781|gb|AFV80564.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Zonaria flabellata]",1D-Euk
"gi|947700846|ref|WP_056363303.1| ribulose-bisphosphate carboxylase large subunit [Burkholderia sp. Leaf177] >gi|945114055|gb|KQR76495.1| ribulose 1,5-bisphosphate carboxylase [Burkholderia sp. Leaf177]",1C-Prok
gi|1543536234|ref|WP_126209369.1| ribulose-bisphosphate carboxylase large subunit [Thermus scotoductus] >gi|1540927667|gb|RTH32503.1| ribulose-bisphosphate carboxylase large subunit [Thermus scotoductus],1-Prok
"gi|666689788|gb|AIG21866.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Guanchochroma wildpretii]",1D-Euk
"TARA_100.SAMEA2622097.5.0.22-3_1688602_33 /annotation=ribulose-bisphosphate carboxylase, large subunit or chain, chloroplast, RuBisCo/ngenes=96",1D-Euk
"TARA_067.SAMEA2620970.5.0.22-3_1263880_15 /annotation=ribulose bisphosphate carboxylase, large chain/domain=Eukaryota",1D-Euk
TARA_123.SAMEA2622710.5.0.22-3_1281801_3 /annotation=ribulose bisphosphate carboxylase large chain/domain=Bacteria /phylum=Proteobacteria /class=Alphaproteobacteria,1C-Prok
"RBG_16_Anaeromyxobacter_69_14_RBG_16_scaffold_568_150 ribulose-bisphosphate carboxylase (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RBG_16_Anaeromyxobacter_69_14_curated id=86918974 bin=""Anaeromyxobacter sp. RBG_16_69_14"" species=RBG_16_Anaeromyxobacter_69_14_curated genus=unknown taxon_order=unknown taxon_class=Deltaproteobacteria phylum=Proteobacteria organism_tax=RBG_16_Anaeromyxobacter_69_14_curated",1C-Prok
gi|751274990|ref|WP_040983857.1| form I ribulose bisphosphate carboxylase large subunit [Mesorhizobium plurifarium] >gi|685099895|emb|CDX32801.1| Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) [Mesorhizobium plurifarium],1C-Prok
gi|1568145234|gb|RYF14875.1| ribulose-bisphosphate carboxylase large subunit [Comamonadaceae bacterium],1C-Prok
gi|1519780195|gb|RPH44583.1| form I ribulose bisphosphate carboxylase large subunit [Burkholderiales bacterium],1C-Prok
"gi|6694732|gb|AAF25379.1|AF211846_6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sinorhizobium medicae WSM419]",1C-Prok
"gi|23096082|dbj|BAC16242.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pedinella sp. squamata]",1D-Euk
gi|1219458906|ref|WP_089416093.1| form I ribulose bisphosphate carboxylase large subunit [Vitreoscilla filiformis] >gi|1218527154|gb|ASM76820.1| Ribulose-bisphosphate carboxylase [Vitreoscilla filiformis],1C-Prok
gi|1310966093|ref|WP_101067202.1| form I ribulose bisphosphate carboxylase large subunit [Roseovarius salinarum],1C-Prok
"gi|1399237016|gb|AWT38157.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Proboscia sp.] >gi|1399237081|gb|AWT38222.1| ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit [Proboscia sp.]",1D-Euk
gi|1594821277|gb|TDI78833.1| ribulose-bisphosphate carboxylase large subunit [Betaproteobacteria bacterium] >gi|1594824810|gb|TDI82032.1| ribulose-bisphosphate carboxylase large subunit [Betaproteobacteria bacterium],1-Prok
gi|1349035622|ref|WP_104509608.1| form I ribulose bisphosphate carboxylase large subunit [Rhodoblastus sphagnicola] >gi|1347322985|gb|PPQ27521.1| ribulose-bisphosphate carboxylase large subunit [Rhodoblastus sphagnicola],1C-Prok
"gi|21306116|gb|AAM45877.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Glossomastix chrysoplasta]",1D-Euk
gi|1525827045|ref|WP_124452256.1| ribulose-bisphosphate carboxylase large subunit [Paucibacter sp. KBW04] >gi|1524615331|gb|RQO56472.1| ribulose-bisphosphate carboxylase large subunit [Paucibacter sp. KBW04],1C-Prok
"gi|39753032|gb|AAR30281.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Cyanidium sp. Monte Rotaro] >gi|45332757|gb|AAS58150.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Cyanidium sp. MonteRotaro 19]",1D-Euk
gi|1223741454|ref|WP_091775838.1| form I ribulose bisphosphate carboxylase large subunit [Burkholderia sp. yr281] >gi|1087687691|emb|SDH16970.1| ribulose-bisphosphate carboxylase large chain [Burkholderia sp. yr281],1C-Prok
"gi|29692402|gb|AAO93142.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Hildenbrandia angolensis]",1D-Euk
"gi|61658626|gb|AAX49600.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Gracilaria asiatica]",1D-Euk
"gi|21913667|gb|AAM62090.1| ribulose-1,5-bisphosphate carboxylase/oxygenase [Pyrenomonas helgolandii]",1D-Euk
"gi|1579032410|ref|WP_130374387.1| ribulose-bisphosphate carboxylase large subunit [Variovorax sp. BK119] >gi|1577156114|gb|RZT43362.1| ribulose 1,5-bisphosphate carboxylase large subunit [Variovorax sp. BK119]",1C-Prok
"TARA_082.SAMEA2621423.40.0.22-3_813171_17 /annotation=ribulose-bisphosphate carboxylase, large subunit or chain, chloroplast, RuBisCo/domain=Eukaryota",1D-Euk
"TARA_133.SAMEA2623116.5.0.22-3_337379_1 /annotation=ribulose-bisphosphate carboxylase, large subunit or chain, chloroplast, RuBisCo/ngenes=9",1D-Euk
gi|1224792311|ref|WP_092809675.1| form I ribulose bisphosphate carboxylase large subunit [Afifella marina] >gi|1081505983|emb|SCZ25393.1| ribulose-bisphosphate carboxylase large chain [Afifella marina DSM 2698] >gi|1407394975|gb|RAI22684.1| ribulose-bisphosphate carboxylase large subunit [Afifella marina DSM 2698],1C-Prok
gi|835635887|ref|WP_047594162.1| form I ribulose bisphosphate carboxylase large subunit [Methylibium sp. YR605],1C-Prok
gi|1214761471|ref|WP_088872711.1| form I ribulose bisphosphate carboxylase large subunit [Nitrospirillum amazonense] >gi|1213415645|gb|ASG22083.1| ribulose-bisphosphate carboxylase large subunit [Nitrospirillum amazonense CBAmc],1C-Prok
gi|1493428816|ref|WP_121428770.1| form I ribulose bisphosphate carboxylase large subunit [Azoarcus sp. DN11] >gi|1488560693|gb|AYH44013.1| ribulose-bisphosphate carboxylase large subunit [Azoarcus sp. DN11],1C-Prok
"gi|1378822117|ref|WP_107664709.1| form I ribulose bisphosphate carboxylase large subunit [Cereibacter changlensis] >gi|1374523587|gb|PTE20899.1| ribulose-bisphosphate carboxylase large subunit [Cereibacter changlensis JA139] >gi|1405918578|gb|PZX58901.1| ribulose 1,5-bisphosphate carboxylase large subunit [Cereibacter changlensis]",1C-Prok
"gi|329343288|gb|AEB91273.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ardissonea formosa]",1D-Euk
"gi|1020104330|ref|WP_063239139.1| form I ribulose bisphosphate carboxylase large subunit [Cupriavidus oxalaticus] >gi|1444168273|emb|SPC24265.1| Ribulose bisphosphate carboxylase large chain, chromosomal [Cupriavidus oxalaticus] >gi|1444174907|emb|SPC08309.1| Ribulose bisphosphate carboxylase large chain, chromosomal [Cupriavidus oxalaticus]",1C-Prok
gi|1232291254|gb|OYV76497.1| ribulose-bisphosphate carboxylase large subunit [Chromatiales bacterium 21-64-14],1-Prok
"gi|125617013|gb|ABN46962.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ochromonas sp. CCMP592]",1D-Euk
"gi|339433871|gb|AEJ72959.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Karlodinium veneficum]",1D-Euk
"gi|189233077|dbj|BAG41440.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Diplura sp. DspB]",1D-Euk
"gi|45332753|gb|AAS58148.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cyanidium caldarium]",1D-Euk
TARA_048.SAMEA2620404.5.0.22-1.6_1706698_3 /annotation=[pt] ribulose-bisphosphate carboxylase large chain/ngenes=5,1D-Euk
gi|1248197693|ref|WP_096696593.1| ribulose-bisphosphate carboxylase large subunit [Polaromonas sp. AER18D-145],1-Prok
gi|1518789004|ref|WP_123631511.1| ribulose-bisphosphate carboxylase large subunit [Salinisphaera orenii] >gi|1515539603|gb|ROO26263.1| ribulose bisophosphate carboxylase [Salinisphaera orenii MK-B5],1-Prok
"gi|595415850|gb|AFX73778.2| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Karenia mikimotoi]",1D-Euk
gi|493664291|ref|WP_006615548.1| form I ribulose bisphosphate carboxylase large subunit [Bradyrhizobium sp. ORS 285] >gi|365269314|emb|CCD90208.1| Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) [Bradyrhizobium sp. ORS 285] >gi|1200887539|emb|SMX60527.1| Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) [Bradyrhizobium sp. ORS 285],1C-Prok
"gi|386427499|gb|EIJ41327.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Beggiatoa alba B18LD]",1C-Prok
gi|347800903|gb|AEP20643.1| ribulose bisphosphate carboxylase [Erythrotrichia sp. GCZ-2011],1D-Euk
